<<<<<<< HEAD
;location;database;code;name;reference product;unit;Total (kg);Total (m3);Hazardous (kg);Hazardous (m3);acidification: terrestrial;climate change: freshwater ecosystems;climate change: terrestrial ecosystems;ecotoxicity: freshwater;ecotoxicity: marine;ecotoxicity: terrestrial;eutrophication: freshwater;eutrophication: marine;land use;photochemical oxidant formation: terrestrial ecosystems;water use: aquatic ecosystems;water use: terrestrial ecosystems;climate change: human health;human toxicity: carcinogenic;human toxicity: non-carcinogenic;ionising radiation;ozone depletion;particulate matter formation;photochemical oxidant formation: human health;water use: human health;energy resources: non-renewable, fossil;material resources: metals/minerals;ecosystem quality;human health;natural resources;parameters full;emptied;log parameters
2287c8c121103584f07c0c3199220d51;GLO;SSP5-Base-2030;2287c8c121103584f07c0c3199220d51;market for dust collector, electrostatic precipitator, for industrial use;dust collector, electrostatic precipitator, for industrial use;unit;5300.1648561782695;33.957793937849424;17.77677484724994;0.00013386701308558172;7.631729295927792e-06;5.356862573170175e-10;1.961344315644081e-05;4.2592450621693e-06;8.000425330431414e-07;3.2207813302499382e-06;2.8584961520628946e-06;4.848222011908635e-10;1.4802434682415306e-06;1.9916626708901573e-06;3.433509199717918e-11;7.674234558160596e-07;0.006499116344211185;0.030283349772673857;0.006765364136434475;2.0608241847628526e-06;7.719920401451037e-07;0.013106092708893374;1.3261509407832916e-05;0.00012619851841487583;355.9211426909782;240.58009589119973;4.185654159940993e-05;0.05679616396318427;596.5012393496013;;;
65fefe7a5c7f8255b6d689ce195bbc9d;GLO;SSP5-Base-2030;65fefe7a5c7f8255b6d689ce195bbc9d;market for dimethylamine borane;dimethylamine borane;kilogram;3.2075729521253526;0.012570510811402629;0.009602608891000017;1.639705000432085e-07;6.44631380784165e-09;5.707431341316893e-13;2.089840707548962e-08;3.910410498089649e-10;7.815632369461713e-11;7.95439565201096e-10;1.7388346978491686e-09;6.65926874986643e-12;9.697407772643116e-10;1.796240312863542e-09;5.851357999301508e-14;1.3078367104447617e-09;6.924573191149041e-06;1.4381665901672003e-06;2.5081791960846896e-06;2.5101169583840474e-09;9.795407585605587e-10;6.195998355685629e-06;1.186008848954897e-08;2.1506647201864176e-07;0.806991668814336;1.1965308497655374;3.3121435475050003e-08;1.7297324938934264e-05;2.00352251988771;;;
f3ee31a9ae0b31caa8f4bdb3c0e410ed;RoW;SSP5-Base-2030;f3ee31a9ae0b31caa8f4bdb3c0e410ed;market for diethyl ether, without water, in 99.95% solution state;diethyl ether, without water, in 99.95% solution state;kilogram;3.079327487318354;0.0971153425279738;0.014371695862022393;1.0724017841873084e-07;7.426475333818386e-09;4.36008030635972e-13;1.596646847817536e-08;4.661542636186502e-10;9.346169651313802e-11;1.0304875017400872e-09;1.915787478093426e-09;2.9668857159678893e-13;8.047962145119799e-10;1.6840133142598312e-09;6.98576270510821e-14;1.5613874449806415e-09;5.290088653749948e-06;1.2449118839917887e-06;3.002025207331824e-06;1.5634312858964292e-09;1.3882070197629787e-09;6.48269302617866e-06;1.0763780493445614e-08;2.5676147990370294e-07;0.9471307820439885;0.08540408042144511;2.9388406565858165e-08;1.6290182488325715e-05;1.0325348640268208;;;
618b557dec53b00ba78e0c2cc9e11c2b;GLO;SSP5-Base-2030;618b557dec53b00ba78e0c2cc9e11c2b;market for chlormequat chloride;chlormequat chloride;kilogram;1.2721182390958985;0.004698262373479624;0.004495192392830553;4.5029598664173454e-08;1.3132029822405304e-09;1.9808600899107034e-13;7.253817935402258e-09;1.2098230030150792e-10;2.4274687871082472e-11;2.369799857522941e-10;4.804242855500275e-10;1.3031817345846398e-12;2.903406590635403e-10;5.565868623912111e-10;1.92704943921438e-14;4.307147160962308e-10;2.40337070551721e-06;5.897667079663422e-07;6.881748878652393e-07;6.788095966992526e-10;3.8557449277976856e-10;1.326848372835115e-06;3.5924218350260896e-09;7.082863915467349e-08;0.3997437622386534;0.021164363770609405;1.027812205506798e-08;5.0836434842148996e-06;0.42090812643997755;;;
098d62da0cc835aa22548a7e64a89891;GLO;SSP5-Base-2030;098d62da0cc835aa22548a7e64a89891;market for heat and power co-generation unit, 50kW electrical, common components for heat+electricity;heat and power co-generation unit, 50kW electrical, common components for heat+electricity;unit;18810.812474286206;54.87850696616275;20.937140293228943;0.000683986396022988;2.3184324805350148e-05;2.574093589971217e-09;9.424277536871373e-05;1.025743625526587e-06;2.0887481321411866e-07;1.4668184742087705e-06;7.4287564594711244e-06;1.5758328429162337e-09;4.157603740811602e-06;7.779871914382187e-06;6.629701050763383e-11;1.481804123845711e-06;0.031229093736260555;0.02286828675281551;0.0062078196657399795;1.0576169873216576e-05;3.241558933919066e-06;0.026659984573683224;5.257483587541799e-05;0.0002436744454357719;1500.1531507663005;516.2279662184765;0.00013949800093814236;0.08727492648354211;2016.381118466581;;;
e44d6f6a676cdfff45f5b9eece638152;GLO;SSP5-Base-2030;e44d6f6a676cdfff45f5b9eece638152;market for silicon, electronics grade;silicon, electronics grade;kilogram;17.62137576992799;0.05711211780560375;0.04064698636154494;5.614053346192337e-06;3.493582988348345e-08;6.644427278683718e-12;2.4326407277630064e-07;1.2053061624165562e-09;2.485459550122969e-10;1.2253935568948998e-09;2.4517077261076616e-08;4.669442033304131e-12;1.3458746128721168e-08;1.2928574772545389e-08;1.4668379907908523e-11;3.278528801109613e-07;8.06114047506902e-05;1.1531393214908573e-05;1.220812884518204e-05;8.656559871609591e-08;1.2228563881828531e-08;3.7448811536646204e-05;8.723627429346567e-08;5.391358240940986e-05;4.832269406701801;0.1651451695658036;3.3180605608769765e-07;0.0001958982030928699;4.997414904120484;;;
3a114d3fde564aa2089d2fa72687b065;RoW;SSP5-Base-2030;3a114d3fde564aa2089d2fa72687b065;market for sawnwood, beam, softwood, raw, dried (u=10%);sawnwood, beam, softwood, raw, dried (u=10%);cubic meter;113.1266647093075;0.1087004318009061;0.43712505193641527;1.4261652513076553e-06;5.8162819417367274e-08;1.5008550387652686e-11;5.494143949085969e-07;1.596305739787942e-09;4.2937445073373413e-10;2.1822605479927623e-08;1.4609579711567237e-08;4.786444133460914e-12;1.394728616299973e-05;6.419233317435819e-08;3.756780963303386e-13;8.396779102380528e-09;0.000182076356083572;2.360257112035748e-05;1.5871517613643304e-05;2.1572705974022297e-08;2.182572122145547e-08;0.00014433801480703576;4.358658199278118e-07;1.3808036151965092e-06;7.943797166995182;0.4144738084763212;1.4657530372128293e-05;0.0003677474147291445;8.358270983868282;;;
00b1b052ebf9b51c3d8a715d9eb6a989;GLO;SSP5-Base-2030;00b1b052ebf9b51c3d8a715d9eb6a989;market for acetamide-anillide-compound, unspecified;acetamide-anillide-compound, unspecified;kilogram;6.367073579351036;0.02449369996119613;0.017094227862990335;2.4078437107219123e-07;6.538403599573345e-08;9.652596658028297e-13;3.534446819362348e-08;9.490565696689262e-10;9.355390093040066e-11;1.1393482011213767e-09;2.2210701043130005e-09;4.294162330083555e-12;1.3514212892422015e-09;1.1172175990920001e-08;1.4924022510257734e-13;3.335667465355732e-09;1.171230412634712e-05;2.24863087483038e-06;2.945854016707805e-06;3.630514732794618e-09;6.596409659413903e-08;5.741437781645749e-05;7.741128095515485e-08;5.485319595880254e-07;1.3050459443605051;0.29317401454129;1.1766041349617095e-07;7.501666318504509e-05;1.5982199622374629;;;
704719aa470297731a0d0430292726a6;GLO;SSP5-Base-2030;704719aa470297731a0d0430292726a6;market for hard disk drive, for desktop computer;hard disk drive, for desktop computer;unit;6.243508841428523;0.050393299984063895;0.12434209974126902;4.001007532519043e-07;1.1109443162131537e-08;9.52667348318243e-13;3.4880907153567364e-08;4.45164701256396e-09;8.858832332675643e-10;1.4961636239379332e-09;9.037549367697295e-09;1.040164337008346e-12;3.010344009047196e-09;3.4873085320293055e-09;6.031053595464022e-14;1.3480004634393054e-09;1.1558495956697382e-05;7.0409983209012285e-06;2.1219109933151227e-05;6.218492992032795e-09;1.9770226885044418e-09;1.1254828254826812e-05;2.3621556839047993e-08;2.2167117778242718e-07;0.6302656739247017;0.1263691114141244;6.836116801740098e-08;5.132687762354821e-05;0.7566347866868266;;;
2c27b8f0ec0b09c9831ebe8d75501621;GLO;SSP5-Base-2030;2c27b8f0ec0b09c9831ebe8d75501621;market for dimethyl carbonate;dimethyl carbonate;kilogram;1.1594817551037866;0.0011256401508887932;0.004919075272804955;3.6343092430197565e-08;9.740329914478478e-10;1.7739202724427577e-13;6.497641260147907e-09;8.146655848557789e-11;1.64543107397824e-11;1.9630993888921853e-10;3.522881125009962e-10;8.85271303117416e-14;2.5197394913771646e-10;5.72745697767791e-10;1.0214751338550913e-14;2.2830985200728408e-10;2.1524788500861978e-06;4.2600745294767604e-07;4.80987740556882e-07;5.678778364646181e-10;1.6789819362435385e-10;1.0395055343753651e-06;3.5566834161488234e-09;3.754428515896801e-08;0.39138423130817135;0.006480975834482644;8.94318296010282e-09;4.140814397219169e-06;0.39786520737096387;;;
c09ff9913ddd9c6739f44bd3665cfa0f;RoW;SSP5-Base-2030;c09ff9913ddd9c6739f44bd3665cfa0f;market for bundle, energy wood, measured as dry mass;bundle, energy wood, measured as dry mass;kilogram;0.08766221003810953;0.00018297045701459437;0.0004177412142401636;2.888232480720862e-10;3.214681796723156e-11;3.987773545239639e-15;1.4600780403265114e-10;1.0781012283282419e-12;3.1254209958926014e-13;1.9994716772570028e-11;1.0820005318506897e-11;4.506582178333433e-15;7.291558368930015e-09;3.3901902565084235e-11;9.919784740352093e-17;2.2171705516379104e-12;4.8381851912866034e-08;1.4310215112933175e-08;8.866018243060431e-09;4.41991348059945e-12;1.1713859613100172e-11;4.293126983133294e-08;2.2398357787655689e-10;3.6460136391356567e-10;0.006249891324254852;0.0002656140083778857;7.535820063613527e-09;1.150911619466645e-07;0.006515505334849909;;;
51e262ff5b33ada3d397da83754483cf;GLO;SSP5-Base-2030;51e262ff5b33ada3d397da83754483cf;market for 2,4-dinitrotoluene;2,4-dinitrotoluene;kilogram;1.0440254991835582;0.0015415151304830812;0.005497563941427642;2.433189090224012e-08;3.4617457407141927e-09;2.586226358729553e-13;9.467891692965856e-09;2.1816254465724137e-10;4.3520272709065015e-11;4.3213927128209725e-10;4.141574321038848e-10;1.1225406812439268e-13;2.8032279086929624e-10;5.531456794009755e-10;2.883881903018785e-14;6.445762884112542e-10;3.1390941457416023e-06;5.090752673658602e-07;1.2909328495344355e-06;3.7730675171535324e-10;1.926090673219304e-08;2.8614695804244294e-06;3.6713949386258844e-09;1.0599698508870847e-07;0.40877699502721965;0.00885042319378945;1.4871480139888635e-08;7.929876773526914e-06;0.41762741886558535;;;
8610a3afd64cff9a8e9b6a0140f702b1;RoW;SSP5-Base-2030;8610a3afd64cff9a8e9b6a0140f702b1;market for potassium nitrate;potassium nitrate;kilogram;1.4136061673460887;0.001299573302196688;0.0028912757405459323;1.130412335270167e-08;1.3552202251912943e-09;1.7281392204130828e-13;6.32499752279311e-09;8.188284833642298e-11;1.6820647666507844e-11;2.3713800090263707e-10;2.004487680058466e-10;9.0748981039463e-14;4.22847822538104e-10;4.085731563957002e-10;1.0918739978661535e-14;2.440446983007884e-10;2.0977044363392408e-06;3.7780396574953717e-07;4.548077903502371e-07;1.7374816808472793e-10;1.6667313334220848e-08;1.0393669391085568e-06;2.7308488014355806e-09;4.013179310477932e-08;0.1457837797229615;0.008338032959234897;9.048196697300563e-09;4.0293845635502325e-06;0.15412181292624105;;;
086665f89ac73409b2902947e7c9a8f1;GLO;SSP5-Base-2030;086665f89ac73409b2902947e7c9a8f1;market for fan, for power supply unit, desktop computer;fan, for power supply unit, desktop computer;kilogram;4.927753156422103;0.1287109490767516;0.16015590603869767;4.1144635800163765e-07;1.5528437226001048e-08;9.647997805596493e-13;3.532657181668637e-08;4.9868161617561344e-09;9.964884455482687e-10;4.694157346956609e-09;9.543093491635947e-09;1.2152823254391479e-12;3.6764838378781385e-09;4.388095307131306e-09;7.43628114145195e-14;1.66208279635939e-09;1.170576863256439e-05;7.216679539237183e-06;2.6515645570036044e-05;6.36509411143343e-09;2.3002262526789556e-09;1.532460300505859e-05;2.8301566289429257e-08;2.7332027030678023e-07;1.151103899005635;0.1615328369183378;7.914214945969601e-08;6.107290192647217e-05;1.3126367375860557;;;
5a07b5c0a0c70e0c2725623d538d4aa1;GLO;SSP5-Base-2030;5a07b5c0a0c70e0c2725623d538d4aa1;market for uranium, enriched 4%, in fuel element for light water reactor;uranium, enriched 4%, in fuel element for light water reactor;kilogram;759.061488703381;4.0375717947688825;2.215320316801022;0.0716597623477105;2.226746559760772e-06;1.334039692015019e-10;4.884106290203929e-06;2.2532264815453926e-07;5.088320890977123e-08;1.3552502124256415e-06;7.421423399475967e-07;8.414901987644863e-09;3.1877450683942657e-07;1.3461662629350898e-06;2.8483992298484307e-11;6.366455580470476e-07;0.001618488929248227;0.0021278038718068664;0.007955819456138272;0.0023821609045474694;4.993876384362179e-07;0.005096260548117808;9.226935426110973e-06;0.00010469282059604716;154.04218721020618;87.87240229148902;1.1157953332849398e-05;0.019294947861375845;241.91459013834074;;;
88dadec1521be00abcbc3dc0325bd0fe;GLO;SSP5-Base-2030;88dadec1521be00abcbc3dc0325bd0fe;market for magnesium chloride, from zirconium sponge production;magnesium chloride, from zirconium sponge production;kilogram;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
db6cb8bd6ce7414cf5ff72a1c1b00eac;GLO;SSP5-Base-2030;db6cb8bd6ce7414cf5ff72a1c1b00eac;market for daminozide;daminozide;kilogram;2.778455578019753;0.01257678262048344;0.009763894786996366;1.3397432932547618e-07;3.6035967957683107e-09;5.438361371849822e-13;1.9913422913590252e-08;2.782104246274413e-10;5.585176641441343e-11;5.407993637710369e-10;1.2551156102086379e-09;1.3676776555279392e-11;7.018503740812041e-10;1.3441122904451926e-09;4.418618573641098e-14;9.876051987847492e-10;6.598147155105972e-06;1.312686602861852e-06;1.6282776891820676e-06;2.0181301656130163e-09;1.0398429142382707e-09;3.630435440090177e-06;8.655344190726696e-09;1.6240618125612437e-07;0.8394884448423721;0.054943284818459524;2.7707200846692932e-08;1.3343658819651468e-05;0.8944317306484367;;;
e518358847b8933de9e4e6118ed76860;GLO;SSP5-Base-2030;e518358847b8933de9e4e6118ed76860;market for fibre, viscose;fibre, viscose;kilogram;1.4672963149127836;0.009298849967032598;0.004227678295978692;6.731220884898517e-08;4.711374931283414e-09;3.728402436329658e-13;1.36493174079658e-08;1.0275386482223171e-10;2.1598611766392287e-11;3.0381674294920985e-10;7.327694045726313e-10;2.481084108837484e-13;8.277356809390755e-09;8.433406814959505e-10;3.6983623380999435e-14;8.266207664734948e-10;4.52324456231866e-06;5.466655290942378e-07;8.414526883237616e-07;9.976079732758725e-10;7.705778290615811e-10;5.037275892339472e-06;5.769219360914351e-09;1.3593318685965177e-07;0.16063105470440395;0.16264435554174314;2.8642829641533155e-08;1.1092057473021347e-05;0.32327541107276786;;;
6cd89faa138a9fa1bd0b0f3e71fb602e;RoW;SSP5-Base-2030;6cd89faa138a9fa1bd0b0f3e71fb602e;market for lightweight concrete block, polystyrene;lightweight concrete block, polystyrene;kilogram;0.3318796088406645;0.0006391584206929035;0.004231140007686293;5.078467224762576e-09;4.3669753679707147e-10;9.749988384623297e-14;3.569847012832617e-09;1.2924349015083421e-11;2.8776510031215673e-12;5.871288275647283e-11;7.123034986736453e-11;2.113845851469057e-14;9.006746596539707e-11;2.603283395293012e-10;4.324632354640141e-15;9.665983440511942e-11;1.182894230290462e-06;1.0268826692845113e-07;1.1643827178436065e-07;7.938424837426706e-11;4.082991192902362e-11;4.6575840898006366e-07;1.6753163092473656e-09;1.5895172084858818e-08;0.08790313895061676;0.0023860454842116767;4.50280582772516e-09;1.8854690174543471e-06;0.09028918453148825;;;
8935626f595b071e997e105b20cc88ea;GLO;SSP5-Base-2030;8935626f595b071e997e105b20cc88ea;market for inductor, miniature radio frequency chip;inductor, miniature radio frequency chip;kilogram;22.67114945675904;0.5470673923894143;0.9616596289209627;3.1167496033955773e-06;9.16807727010343e-08;6.22742645436072e-12;2.2801028264657832e-07;9.037327262966067e-08;1.8062632688171858e-08;1.1672431256640827e-08;1.5125140067965003e-07;1.0188111126425714e-11;3.5516444476665205e-08;4.4738963381283404e-08;4.64448320152396e-13;1.0380881895659346e-08;7.555382493126564e-05;3.2185762851698976e-05;0.0004533506854346026;4.824668678901407e-08;1.7670980180831112e-08;8.849181403380265e-05;2.91130077250261e-07;1.707078282718033e-06;4.646079618965495;1.6522339393352914;6.713226142187448e-07;0.0006516460615423713;6.298313568681669;;;
5cbb6dacbf67a3f01efe5f8e91bfc123;GLO;SSP5-Base-2030;5cbb6dacbf67a3f01efe5f8e91bfc123;market for cheese, from cow milk, fresh, unripened;cheese, from cow milk, fresh, unripened;kilogram;11.111702553962367;0.04801636049419399;0.011229376812730667;8.852069085750445e-08;1.7395754317725903e-08;1.0319537498021417e-12;3.777735723744604e-08;4.349126726545478e-10;6.722059363419964e-11;1.1392297342368686e-09;1.5317835569790514e-09;2.1319693812754092e-11;5.361149842933919e-07;2.355383989575695e-09;2.5593808641517774e-13;5.720470787374662e-09;1.2529318550438726e-05;1.5350993732433357e-06;1.7012240178008935e-06;1.371536493441941e-09;3.795439952743145e-08;1.0237834604947778e-05;1.5914239104584792e-08;9.406996001113802e-07;0.4817246261953193;0.06118611776001418;5.968389642882613e-07;2.699932697376787e-05;0.5429107496758043;;;
c9820348d16044596fdc0481d548c3d2;RoW;SSP5-Base-2030;c9820348d16044596fdc0481d548c3d2;market for wood preservative, creosote;wood preservative, creosote;kilogram;0.6246388051652456;0.0006821523578461849;0.0008204792439180603;7.6991984616764e-09;9.573064261357659e-10;8.489845000969368e-14;3.1121230804520996e-09;5.354796984338929e-11;1.1229586683208507e-11;9.608112991223788e-11;8.905961359001544e-10;1.5032734488036814e-13;3.73663986114497e-10;1.4767264850970033e-09;2.2814284209237514e-15;5.0992194316127695e-11;1.030441410159473e-06;4.138851819792516e-07;5.120081002019888e-07;1.1260751697786538e-10;8.966898135200243e-11;2.5062349834776865e-06;7.3590690114725885e-09;8.385382704488482e-09;0.09560818460767222;0.0074372335526545486;6.971509502722617e-09;4.4785154928876645e-06;0.10304541821131895;;;
65558068053a6b90002c0bd52fbb898c;GLO;SSP5-Base-2030;65558068053a6b90002c0bd52fbb898c;market for cocoa bean;cocoa bean;kilogram;5.414089181576183;0.002449649719622797;0.003581864774766361;1.7726843156928388e-08;6.917925621397995e-09;1.6121423071756235e-12;5.900652743725905e-08;2.913363883417927e-10;5.425287436862345e-11;5.127178751174252e-10;1.07601471890737e-09;4.494717188307308e-11;2.452619600886651e-07;1.7280736508711131e-09;5.205027011096344e-13;1.1633753061735378e-08;1.9559181784875727e-05;4.825464808684515e-07;1.7889557313579286e-06;2.706425951610635e-10;2.18185492267972e-08;1.3827767091335408e-05;1.1063429443549081e-08;1.9131059767183187e-06;0.11997727375761433;0.012707745869352595;3.128424493473607e-07;3.6924160476655016e-05;0.13268503126071998;"[{'description': 'fraction, time to transfer the reefer between different modes of transport', 'id': '68f592ea-ec5e-40c3-8c86-c952c0763fc4', 'unit': 'dimensionless', 'comment': 'Estimated value.\n\nThe time the reefer is in operation is calculated using different average speed of all the different modes of transport (train, lorry, ship, etc.). This parameter presents an additional time during which the reefer is in operation, but is not being transported; the time when the reefer is being transfered from one type of transport to another. ', 'amount': 0.2, 'uncertainty type': 0, 'loc': 0.2, 'name': 'fraction_time_reefer_transfer'}, {'description': 'losses', 'id': '67d91564-dd27-4166-9796-689b78ff86ff', 'unit': 'dimensionless', 'comment': 'Calculated value based on literature.\n\nFAO suggest, that 1/3 of food produced for human consumption is lost or waste globally, which amounts in 1.3 billion tons per year (FAO, 2011, Global food losses and food waste).\n\nThe food losses vary heavily depending on the type of food and geographic location. The food losses/waste occurs in five basic stages of the lifecycle of the product;\n\n1) Agricultural production\n2) Post-harvest handling and storage\n3) Processing\n4) Distribution\n5) Consumption\n\nThe losses during the forth stage - the distribution - are recorded in the market.\n\nLiterature suggest (FAO, 2011, Global food losses and food waste), that the losses of fruits and vegetable distribution are approximately 12%. This value is rather rough estimate and it is assumed, that in the future this value will be replaced by more precise, product specific data.', 'amount': 0.12, 'uncertainty type': 0, 'loc': 0.12, 'name': 'losses'}, {'description': 'speed, average, aircraft, freight', 'id': 'e831114b-6445-4cbd-a1d6-9e6c4366fb5c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.', 'amount': 700.0, 'uncertainty type': 0, 'loc': 700.0, 'name': 'speed_aircraft'}, {'description': 'speed, average, barge, freight', 'id': '16a175c6-27fe-4453-aefb-4604ea30a75d', 'unit': 'km/hour', 'comment': 'Expert judgement. The barge is in general slower than transoceanic ship.\n\nAverage velocity including stops.\n\nCross reference;\n10 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 20.0, 'uncertainty type': 0, 'loc': 20.0, 'name': 'speed_barge'}, {'description': 'speed, average, lorry, freight', 'id': '3819b90e-0c78-4ad8-9cf9-58b415446628', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n45 km/hour is the default speed of lorries and trucks used to calculate delivery distances  (www.searates.com, accessed 20141201).', 'amount': 45.0, 'uncertainty type': 0, 'loc': 45.0, 'name': 'speed_lorry'}, {'description': 'speed, average, train, freight', 'id': '00c99a4c-33c7-4d15-b668-edcf67a9485c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nCross reference;\n40 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n33.2 km/hour was the average speed of freight train in China in 2007 (http://www.statista.com/statistics/278404/speed-of-freight-trains-in-china/, accessed 20150206)', 'amount': 40.0, 'uncertainty type': 0, 'loc': 40.0, 'name': 'speed_train'}, {'description': 'speed, average, transoceanic ship, freight', 'id': 'fb887cc6-8e4e-4243-96a4-f177655316ca', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 26.0, 'uncertainty type': 0, 'loc': 26.0, 'name': 'speed_ship'}]";;
