<<<<<<< HEAD
;location;database;code;name;reference product;unit;Total (kg);Total (m3);Hazardous (kg);Hazardous (m3);acidification: terrestrial;climate change: freshwater ecosystems;climate change: terrestrial ecosystems;ecotoxicity: freshwater;ecotoxicity: marine;ecotoxicity: terrestrial;eutrophication: freshwater;eutrophication: marine;land use;photochemical oxidant formation: terrestrial ecosystems;water use: aquatic ecosystems;water use: terrestrial ecosystems;climate change: human health;human toxicity: carcinogenic;human toxicity: non-carcinogenic;ionising radiation;ozone depletion;particulate matter formation;photochemical oxidant formation: human health;water use: human health;energy resources: non-renewable, fossil;material resources: metals/minerals;ecosystem quality;human health;natural resources;parameters full;emptied
4a61290db042f90ac7e28c9428ccd272;GLO;SSP1-PkBudg500-2050;4a61290db042f90ac7e28c9428ccd272;market for calcium borates;calcium borates;kilogram;0.1910805326582993;0.003810385956073148;0.0011055899953418954;6.123401568977549e-09;3.2416254295844464e-10;2.237030160610716e-14;8.189549755177089e-10;1.3214435905130845e-11;2.631399487373966e-12;2.9317478965182314e-11;1.69258547535432e-11;2.0665654050628233e-14;4.347123761858795e-10;2.619373742182778e-10;4.848072050335493e-16;1.083592322169801e-11;2.7139175604525386e-07;5.332500401769519e-08;6.089587261618209e-08;9.643961405750901e-11;4.4414261340943495e-11;3.521105665832721e-07;1.8063148667188455e-09;1.7819072975577673e-09;0.026979945616389805;0.005591764265119963;1.9018992415350397e-09;7.414520419383781e-07;0.032571709892345695;;
eb4550e16c6b7cbaae5c8dc6dfae3a2b;GLO;SSP1-PkBudg500-2050;eb4550e16c6b7cbaae5c8dc6dfae3a2b;market for titanium zinc plate, without pre-weathering;titanium zinc plate, without pre-weathering;kilogram;2.4786727533093575;0.01145308921351764;0.06969006487458142;8.247162734641821e-08;3.456902184101814e-09;1.0909729730598549e-13;3.9938732768166505e-09;1.9390477634895083e-09;4.184540362591198e-10;3.296023885724212e-09;1.3425102954838623e-09;2.0519297029755772e-13;2.531270504000365e-09;1.6160067189929998e-09;5.6127671455617615e-14;1.2545092816095331e-09;1.3235782015588896e-06;4.3599411342613155e-06;2.5330576417541407e-05;1.26214997783615e-09;2.445178517405263e-10;3.2764482565697756e-06;1.1245174613052138e-08;2.0629707298753677e-07;0.07905528169246011;0.07451633089695694;1.8594443597675222e-08;3.450958787240968e-05;0.15357161384392634;;
14e0227e764a4a098e5fd34525ccaf3f;GLO;SSP1-PkBudg500-2050;14e0227e764a4a098e5fd34525ccaf3f;market for hot water tank, 600l;hot water tank, 600l;unit;999.0729878996183;14.383525011010796;1.0895871284333516;1.370138400214705e-05;3.53622379644325e-07;3.456683550389789e-11;1.2656465489733062e-06;4.741050411853535e-08;1.023358451220224e-08;1.5183983986004482e-07;1.2992848214815276e-07;9.245892634566723e-11;5.38463195006436e-07;1.6940181673441443e-07;4.35323669406645e-12;9.729916984117059e-08;0.0004193792331032727;0.003903701757010753;0.00018739249140447488;2.1477153954217637e-07;4.4352387590441376e-08;0.0007803361222403405;1.1068852624877663e-06;1.600030724092984e-05;23.249127958186165;32.08659238007233;2.666667178881998e-06;0.00530817243109201;55.335720435557676;;
c7d075041447723e052defd7d3c10af2;RoW;SSP1-PkBudg500-2050;c7d075041447723e052defd7d3c10af2;market for lime, hydrated, packed;lime, hydrated, packed;kilogram;0.3423742519367135;0.0003225129665011134;0.0006485429135993877;3.950141645099809e-09;1.7471291683870604e-10;7.268403968749132e-14;2.6605918723116043e-09;7.219831852846479e-12;1.8538139315164905e-12;8.84547271711624e-11;1.2119004830327054e-11;2.699314204407411e-14;2.774406857180083e-10;1.0504855681392353e-10;5.205540950884324e-16;1.1634901768277961e-11;8.817684736909012e-07;3.907101731085226e-08;5.03311084788078e-08;6.093598102793063e-11;3.560788787953017e-11;2.098582105846444e-07;6.940745203444232e-10;1.9132948751194155e-09;0.037074969156479724;0.001474120898848475;3.3275409787834192e-09;1.1837325474368257e-06;0.0385490900669631;;
6f4f06ccdb5cfabfd03186a9e99e3646;GLO;SSP1-PkBudg500-2050;6f4f06ccdb5cfabfd03186a9e99e3646;market for hydropower plant, run-of-river;hydropower plant, run-of-river;unit;139357105588.13156;35791816.03014582;14766129.463919085;102.72111123331757;2.377305567227536;0.00024201644690291787;8.860129898183942;0.27436342012005516;0.05789313440463582;0.9188951037428122;0.49676169762152034;0.00025204137845178575;5.0540575524710505;2.031154268921925;1.780083204477606e-05;0.39786630090653635;2936.103773577274;9164.373039665315;1166.4520079241197;1.6095660296919927;0.3543229881918233;5454.888535343258;13.821590841855947;65.4269000003653;158494587.10932618;110501025.46055028;20.071050811258054;18803.02260706538;268995612.9677428;;
232ec32a22884075e0bdb3821c15aa6e;GLO;SSP1-PkBudg500-2050;232ec32a22884075e0bdb3821c15aa6e;market for cathode, for aluminium electrolysis;cathode, for aluminium electrolysis;kilogram;6.372475189209741;0.008841088622931051;0.004571563511614762;2.9548607441758863e-08;2.2063829542102365e-09;1.3074634284763706e-13;4.788784473948409e-09;8.626501635233296e-11;1.8563067072276255e-11;2.428719999731408e-10;5.703517019907997e-10;3.6653370521984805e-13;1.2084907283616437e-09;1.8070618844053316e-09;6.903327885529621e-15;1.5429624429081928e-10;1.5864898890341507e-06;3.1962725106744417e-06;5.565406694232399e-07;4.657827716395852e-10;6.328380861727114e-10;2.8138344067098625e-06;1.1949405024046387e-08;2.537315908043902e-08;0.2019912687034219;0.0558865380635932;1.0929267935715426e-08;8.19155599719617e-06;0.25787780692131135;;
37ed4cf62879b492697eb9ed155b4552;GLO;SSP1-PkBudg500-2050;37ed4cf62879b492697eb9ed155b4552;market for cobalt acetate;cobalt acetate;kilogram;88.64195125022104;0.7405075691019994;0.05775838516349781;1.974939583122706e-06;1.4977347240077232e-08;6.055857091929577e-13;2.2169601704138272e-08;1.451010306176058e-09;3.0054927647663577e-10;6.33346320156405e-09;2.3259317882788394e-09;4.655145140608587e-12;6.899961972067392e-09;2.4192551820885746e-09;1.4367453195535309e-12;3.211268687877417e-08;7.3466459619384925e-06;3.3152846614950556e-06;1.3528788339778277e-05;2.7111050810370694e-08;4.026864360772887e-09;1.4778293417541611e-05;1.6161697481446816e-08;5.280752726163047e-06;0.800352636914734;0.9330969155509986;5.6883677326539706e-08;4.429701831755972e-05;1.7334495845784197;;
34b5bcea440e1a55ab677400ba3f4cea;RoW;SSP1-PkBudg500-2050;34b5bcea440e1a55ab677400ba3f4cea;market for liquefied petroleum gas;liquefied petroleum gas;kilogram;0.19204432154074713;0.0006098498999639222;0.005701918446765601;3.495593929346885e-09;7.958750099544551e-10;7.352254561304683e-14;2.6946171842277278e-09;8.01495941205322e-12;2.03890225420337e-12;5.105908007856131e-11;1.2399403338590914e-11;1.3692605464730553e-13;1.9575742838959338e-10;4.836880190888185e-10;1.1060625939621073e-15;2.472159906479967e-11;8.923112755262163e-07;1.250414647953738e-07;6.407608564677288e-08;5.2263336079334236e-11;1.2749006977840037e-10;8.002884021339126e-07;2.8320660986361555e-09;4.065329449054627e-09;0.5798889148132836;0.0038778473014421987;4.243660034590551e-09;1.888793893732529e-06;0.5837667621394474;;
27f701452be69ef529a87361bcf2e5a6;GLO;SSP1-PkBudg500-2050;27f701452be69ef529a87361bcf2e5a6;market for funnel glass, for cathode ray tube display;funnel glass, for cathode ray tube display;kilogram;1.137269208102241;0.0037296049804459138;0.0020748273040013497;1.519777508118868e-08;7.891299458119519e-10;8.347144906287225e-14;3.0555623904113386e-09;1.1007634218823564e-10;2.318676281710431e-11;2.587373205582419e-10;1.1598351054014869e-10;5.686541075057848e-14;5.220601131590682e-10;2.0296819442970293e-10;5.227318423832881e-15;1.1683576586305232e-10;1.012884444208047e-06;3.178274495865798e-07;1.403456025123459e-06;2.336203929253638e-10;2.960884475620533e-09;7.747478019058087e-07;1.3485395053875884e-09;1.9212991781839126e-08;0.07953323831917732;0.010279642846737937;5.07784267101256e-09;3.5326693009234447e-06;0.08981288128275103;;
c2eaf2b67d2ba613c0d206d8a1aa3e8b;GLO;SSP1-PkBudg500-2050;c2eaf2b67d2ba613c0d206d8a1aa3e8b;market for phenyl isocyanate;phenyl isocyanate;kilogram;3.8682885773036393;0.01549372999773161;0.011542250326466996;1.219945010187706e-07;4.388012514914142e-09;3.003174842907429e-13;1.0996694728689326e-08;3.251145177993504e-10;6.46118519449962e-11;8.514652080467048e-10;5.57244148887774e-10;5.702913801130796e-13;1.5426348144193078e-09;1.0259886185897635e-09;6.749741127510168e-14;1.5086342749171021e-09;3.644680058629712e-06;1.161377648073253e-06;1.8031057805600632e-06;1.8936022489291742e-09;1.343408857118602e-08;4.2422926930709726e-06;6.624673639075337e-09;2.480865145332122e-07;0.6390509829721889;0.05978541913025459;1.9752692322382248e-08;1.112149105794047e-05;0.6988364036110777;;
bffc4169632245b14852bead436245c4;RoW;SSP1-PkBudg500-2050;bffc4169632245b14852bead436245c4;market for sawnwood, lath, softwood, raw, dried (u=20%);sawnwood, lath, softwood, raw, dried (u=20%);cubic meter;150.84217152132402;0.22661773623495515;0.4054469202152472;2.2354720307129065e-06;3.502778122601707e-08;2.5106887101924986e-12;9.191337669112118e-08;3.5687606357504154e-09;8.612044022993716e-10;3.679589780179776e-08;7.01273016337868e-09;3.3111966426161783e-12;8.562896840712892e-06;3.274359105435496e-08;3.418600720093664e-13;7.640912623403155e-09;3.0459737007153448e-05;2.5693759495652038e-05;2.0175208188342067e-05;3.452698307339459e-08;8.382545132747111e-09;5.412021874101261e-05;2.2098033158201714e-07;1.2565055773355495e-06;2.061056794364222;0.7053173303147384;8.77082246408609e-06;0.0001319680324411794;2.766374132319873;;
78bcd9d24af3933ce20a592c748ca366;GLO;SSP1-PkBudg500-2050;78bcd9d24af3933ce20a592c748ca366;market for energy wood harvester;energy wood harvester;unit;120878.13754355093;1442.991698768994;233.22449313278472;0.0027660228611768507;4.2347336854364355e-05;4.1462470365927495e-09;0.00015181394183243324;1.5146182572378314e-05;2.99562580436608e-06;1.7614688943168235e-05;1.681432573454728e-05;8.572069440984001e-09;3.746073087726453e-05;1.904648289843296e-05;4.4056601410257773e-10;9.847088602106672e-06;0.050304165144585355;0.36297085872809143;0.05050994457012357;4.292942540789626e-05;5.073454817245017e-06;0.07205404680610826;0.00012440808585530844;0.0016192989448888142;3925.104064318127;3589.1776127439466;0.00030325162480772844;0.5376304448326447;7514.281686909162;;
0bb1b155f3db9bb2bde3e25e4f8bb608;GLO;SSP1-PkBudg500-2050;0bb1b155f3db9bb2bde3e25e4f8bb608;market for dryer;dryer;unit;230.3625436754431;4.290631182414575;1.2643271638591034;4.582728989581084e-06;2.2918501330831728e-07;6.911826020461635e-12;2.530779415453159e-07;1.7909882750097072e-07;3.391128587758933e-08;9.79223037856256e-08;1.1690777332352442e-07;2.297065903232859e-11;1.4170298784635346e-07;5.148586635894515e-08;9.9618298145184e-13;2.226568043894347e-08;8.386227824320334e-05;0.00042151563716844;0.00040945013854960517;7.10966255951194e-08;2.539015417429902e-08;0.0003443648264780587;3.4567626005235484e-07;3.6614672924034786e-06;6.658937980127665;5.829409846417223;1.1033215020478006e-06;0.001263296057627896;12.48834784881057;;
bab51cbc5c22ac6f6b1c37acf74856a7;GLO;SSP1-PkBudg500-2050;bab51cbc5c22ac6f6b1c37acf74856a7;market for soil pH raising agent, as CaCO3;soil pH raising agent, as CaCO3;kilogram;0.05886586956174446;0.00010003995250139916;0.000298218110419723;1.040068099041968e-09;2.1332770712650758e-10;5.623869585633443e-15;2.0589651630639865e-10;6.06352931529307e-12;1.3260494239226498e-12;1.9024687706711147e-11;6.52764702918574e-12;2.9134365195118806e-15;3.9529314371942954e-11;1.326930851514061e-10;6.267403629692226e-16;1.4008270468265153e-11;6.822958725414482e-08;2.4957561351176108e-08;6.317875616499408e-08;1.6358761153377762e-11;1.679249776456482e-11;2.147174818744429e-07;9.226139333909053e-10;2.3035821556562427e-09;0.00732499244024538;0.0005446548820786377;6.243965881957352e-10;3.7434236471940907e-07;0.007869647336332287;;
4d9da62dfbcd84bb1e6d011b4e3b7139;RoW;SSP1-PkBudg500-2050;4d9da62dfbcd84bb1e6d011b4e3b7139;market for brass;brass;kilogram;7.966253596529042;0.03459473917489406;0.02870405245628677;1.7982287568022794e-07;5.975574955588902e-08;1.8224445460435556e-13;6.671623472702603e-09;1.834797301744918e-08;3.584514815949798e-09;2.8615414480728687e-08;2.0117348222718922e-08;8.234389023379118e-13;9.087907156352267e-09;5.523633455948678e-09;7.166563647022281e-14;1.6017982537444262e-09;2.2111436192433414e-06;1.0255145153067626e-05;9.394417695704227e-05;2.703746473781929e-09;2.585882980883014e-09;5.319291244247497e-05;3.817056774454245e-08;2.634068126144598e-07;0.12147184678596168;0.3139850876908247;1.5170516595036245e-07;0.00015991022047558902;0.4354569360785847;;
e542f5aaf1d9e3b8ed963dc8d891e640;RoW;SSP1-PkBudg500-2050;e542f5aaf1d9e3b8ed963dc8d891e640;market for ozone, liquid;ozone, liquid;kilogram;1.654977426116231;0.004292801601176723;0.0034519907493890823;4.0702237995308e-07;4.5194123706076686e-10;2.6117087130438044e-14;9.559480165181375e-10;1.557008160778064e-10;2.99913758767678e-11;1.8266305192987493e-10;1.3717039580623268e-10;6.97898488597052e-14;1.0799001988498221e-09;1.3060980826971022e-10;1.508118238508825e-14;3.370794260492312e-10;3.168151462834156e-07;5.53260809765488e-07;5.552813834213819e-07;6.710049989731728e-09;5.7731601209995474e-11;4.908284567857843e-07;8.714030731359166e-10;5.543083656508104e-08;0.017006043598530494;0.008353975114162015;3.1240302725267164e-09;1.9792539677836997e-06;0.025360019049771934;;
4347b9665d0aea69c7956fa09ac8db07;GLO;SSP1-PkBudg500-2050;4347b9665d0aea69c7956fa09ac8db07;market for nickel, class 1;nickel, class 1;kilogram;68.69589392371083;0.79665233506367;0.05280880242702375;1.5392698948260766e-06;3.1646423613435253e-07;1.0727229476709377e-12;3.927684688224285e-08;6.84028840929955e-09;1.4346304981561644e-09;3.2215087909261386e-08;8.993824675261398e-09;5.021572966560171e-12;1.3939117559989632e-08;8.586002313455263e-09;1.0593743338863262e-12;2.3678070015967115e-08;1.3014755466482145e-05;9.090938018396341e-06;3.8025433978810105e-05;2.133210285964832e-08;6.09923938934811e-09;0.0002743024911303994;5.8708387091196735e-08;3.8937269017419235e-06;0.9684348387120023;1.3433457312611303;4.2775698037117287e-07;0.0003384134166291624;2.3117805936512026;;
c33009dcfbc3422ae8dd9582960f8777;GLO;SSP1-PkBudg500-2050;c33009dcfbc3422ae8dd9582960f8777;market for maize seed, organic, for sowing;maize seed, organic, for sowing;kilogram;0.7301273619406881;0.0013660715601170159;0.0024680260051229454;2.4617399652933815e-08;7.816140645804581e-09;9.769997423776756e-14;3.575251724183503e-09;4.8098328676262794e-11;9.541091233038169e-12;9.244302732984172e-11;2.232497971309374e-10;1.444397193736472e-11;4.4665190966454347e-08;5.491238266665088e-10;1.3115079438650942e-14;2.931350697105613e-10;1.1861225068039995e-06;2.3565133776435343e-07;2.216923980145492e-06;3.940624324954138e-10;1.2577795951171852e-08;3.5068436495645465e-06;3.802109292204048e-09;4.820443161145824e-08;0.022268384886230605;0.005353435755108647;5.6993563834414324e-08;7.210509771605153e-06;0.027621820934474323;;
0fcc7131b612b072f72a3fcd9b23ff26;GLO;SSP1-PkBudg500-2050;0fcc7131b612b072f72a3fcd9b23ff26;market for tilapia;tilapia;kilogram;2.157391275535985;0.0038660577338281822;0.004186067235771083;1.4470135079870923e-07;1.6330444207540115e-09;1.932391207200313e-13;7.073939415143522e-09;1.4909070047452763e-10;2.5100518807583257e-11;3.4286800788506663e-10;6.327703805097343e-09;4.210692478837731e-11;1.6661201996658115e-08;6.831937320597381e-10;2.413701181121336e-12;5.3948622065017926e-08;2.345433497539097e-06;4.392442919557575e-07;3.9240637295029095e-07;2.3369588044679232e-09;3.722896556553342e-09;1.6509242097044203e-06;4.663264776230764e-09;8.871550802274642e-06;0.055996167462017285;0.009720720670520079;3.2940821711312954e-08;1.3710270814395227e-05;0.06571694208115944;;
05b8a4dd04554d1e45e050e26cfe0c96;GLO;SSP1-PkBudg500-2050;05b8a4dd04554d1e45e050e26cfe0c96;market for polyester-complexed starch biopolymer;polyester-complexed starch biopolymer;kilogram;1.4955140911679807;0.002689778899170656;0.03984665141937993;2.8323817646094296e-08;1.7913692854835495e-09;1.3833881102943884e-13;5.065726780217337e-09;8.901161212277755e-11;1.8274425871090232e-11;3.0007493138295615e-10;2.987167127791362e-10;7.337567835292038e-13;2.503017247385765e-09;6.202960938893786e-10;2.5141519406762865e-14;5.619379644938656e-10;1.6785663336803746e-06;4.110184122761621e-07;5.046056790047097e-07;4.495607949758725e-10;1.6491673791885512e-09;1.7913495119435814e-06;4.014593526910313e-09;9.240757240705772e-08;0.2970375153290913;0.008100158942261383;1.068730596533537e-08;4.484034899777803e-06;0.30513767483329063;;
cca06f330b2f0002b29e399f586471ef;GLO;SSP1-PkBudg500-2050;cca06f330b2f0002b29e399f586471ef;market for oxalic acid;oxalic acid;kilogram;12.368026538795679;0.02231227903536397;0.015299778049249485;1.1809409127619682e-07;4.988318846449942e-08;9.88173016600289e-13;3.6173518503913706e-08;3.632206910660523e-10;7.406917455078947e-11;8.941157355634619e-10;1.2478694897503974e-09;4.597513960954698e-13;1.844652881270105e-09;5.1654709822643565e-08;6.759410942014477e-14;1.5107955746347808e-09;1.1993743506973843e-05;1.316426550400769e-06;2.443146545241524e-06;1.8598376266367242e-09;7.218516392878756e-08;4.5605680398888904e-05;3.6327755181101956e-07;2.4844192824927007e-07;0.9501831846664912;0.05259531266024018;1.42136846340083e-07;6.204475659180699e-05;1.0027784988375268;;
bb08ec2391fe658ef16b97668885c871;RoW;SSP1-PkBudg500-2050;bb08ec2391fe658ef16b97668885c871;market for gypsum, mineral;gypsum, mineral;kilogram;0.03742086194089335;3.951523758446403e-05;5.6117743665508885e-05;4.316713315073387e-10;1.2357739239439804e-11;5.265016811370556e-16;1.9274302866677786e-11;9.166094528691565e-13;2.2216497477462434e-13;9.507330903838745e-12;9.133114149913197e-13;6.4285533670506665e-16;2.5891281571321112e-11;1.0096368279326646e-11;4.268849925494415e-17;9.541304163251392e-13;6.387658714901502e-09;3.873015663321236e-09;5.552321429059403e-09;6.555133825736104e-12;3.641419033474968e-12;6.586164021120883e-08;6.926519766154065e-11;1.5690143948852895e-10;0.00046633673401067817;0.0008077148349854331;7.91802785251944e-11;8.191098516959037e-08;0.0012740515699502415;;
397615e871d2b0f4e7b09945fc07c4b4;RoW;SSP1-PkBudg500-2050;397615e871d2b0f4e7b09945fc07c4b4;market for wood chips, dry, measured as dry mass;wood chips, dry, measured as dry mass;kilogram;0.1447445580567519;0.00029421308386847367;0.00034156404478885745;4.4573564243098945e-09;8.661793107611642e-11;2.35031702768822e-14;8.603069722353807e-10;5.208951438908084e-12;1.1646973556073249e-12;3.457507777313629e-11;1.1753141826706966e-11;7.826859349859547e-15;3.581637515833883e-09;9.322194742757601e-11;2.144288834248837e-15;4.7926988154924004e-11;2.8512147533843996e-07;3.778021160870633e-08;3.6305728073190833e-08;7.164413695064451e-11;3.934903236660178e-11;1.4050667502778066e-07;6.382925645683625e-10;7.881326601891628e-09;0.005305482203185806;0.0006897894245333827;4.674515633895418e-09;5.083433608558521e-07;0.005995271675646176;;
